1 500.00руб.,NPL-P-05-05Beige,2007-,Audi,A 4,NORPLAST,Коврики в багажник,"NPL-P-05-05Beige Коврик в багажник Audi A4 Универсал 2007- полиуретановый, бежевый, Norplast"
1 500.00руб.,NPL-P-05-05Grey,2007-,Audi,A 4,NORPLAST,Коврики в багажник,"NPL-P-05-05Grey Коврик в багажник Audi A4 Универсал 2007- полиуретановый, серый, Norplast"
1 450.00руб.,NPL-P-05-06,2008-2011,Audi,A 6,NORPLAST,Коврики в багажник,"NPL-P-05-06 Коврик в багажник Audi A6 Универсал 2008-2011 полиуретановый, черный, Norplast"
1 550.00руб.,NPL-P-05-06Beige,2008-2011,Audi,A 6,NORPLAST,Коврики в багажник,"NPL-P-05-06Beige Коврик в багажник Audi A6 Универсал 2008-2011 полиуретановый, бежеввый, Norplast"
1 550.00руб.,NPL-P-05-06Grey,2008-2011,Audi,A 6,NORPLAST,Коврики в багажник,"NPL-P-05-06Grey Коврик в багажник Audi A6 Универсал 2008-2011 полиуретановый, серый, Norplast"
1 450.00руб.,NPL-P-05-77,2006-,Audi,Q 7,NORPLAST,Коврики в багажник,"NPL-P-05-77 Коврик в багажник Audi Q7 2006- полиуретановый, черный, Norplast"
1 550.00руб.,NPL-P-05-77Beige,2006-,Audi,Q 7,NORPLAST,Коврики в багажник,"NPL-P-05-77Beige Коврик в багажник Audi Q7 2006- полиуретановый, бежевый, Norplast"
1 550.00руб.,NPL-P-05-77Grey,2006-,Audi,Q 7,NORPLAST,Коврики в багажник,"NPL-P-05-77Grey Коврик в багажник Audi Q7 2006- полиуретановый, серый, Norplast"
1 950.00руб.,92410003B,2004-2010,BMW,X 3,EGR,Дефлекторы боковых окон,92410003B Дефлекторы боковых окон 4 части темные BMW X3 2004-2010
1 800.00руб.,92410004B,2001-2006,BMW,X 5,EGR,Дефлекторы боковых окон,92410004B Дефлекторы боковых окон 4 части темные BMW X5 2001-2006
2 000.00руб.,92410005B,2007-,BMW,X 5,EGR,Дефлекторы боковых окон,92410005B Дефлекторы боковых окон 4 части темные BMW X5 2007-
2 100.00руб.,92410006B,2011-,BMW,X 3,EGR,Дефлекторы боковых окон,92410006B Дефлекторы боковых окон 4 части темные BMW X3 2011-
1 500.00руб.,NPL-P-07-65Beige,2011-,BMW,X 3,NORPLAST,Коврики в багажник,"NPL-P-07-65Beige Коврик в багажник BMW X3 2011- полиуретановый, бежевый, Norplast"
2 300.00руб.,91410003B,2004-2010,BMW,X 3,EGR,Дефлекторы боковых окон,91410003B Дефлекторы боковых окон 4 части дымчатые BMW X3 2004-2010
1 650.00руб.,91210002B,1996-2003,BMW,5 Series,EGR,Дефлекторы боковых окон,91210002B Дефлекторы боковых окон 2 части дымчатые BMW 5 Series E39 1996-2003
1 650.00руб.,91210003В,2004-2010,BMW,X 3,EGR,Дефлекторы боковых окон,91210003B Дефлекторы боковых окон 2 части дымчатые BMW X3 2004-2010
1 650.00руб.,91210004B,2001-2006,BMW,X 5,EGR,Дефлекторы боковых окон,91210004B Дефлекторы боковых окон 2 части дымчатые BMW X5 2001-2006
2 250.00руб.,010031,2011-,BMW,X 3,EGR,Дефлектор капота,010031 Дефлектор капота темный BMW X3 2011-
1 500.00руб.,210010,2004-2010,BMW,X 3,EGR,Защита передних фар,210010 Защита передних фар прозрачная BMW X3 2004-2010
1 600.00руб.,210020,2001-2006,BMW,X 5,EGR,Защита передних фар,210020 Защита передних фар прозрачная BMW X5 2001-2006
1 500.00руб.,210020CF,2001-2006,BMW,X 5,EGR,Защита передних фар,210020CF Защита передних фар карбон BMW X5 2001-2006
2 000.00руб.,NPL-Po-07-03,2003-2010,BMW,5 Series,NORPLAST,Коврики в салон,"NPL-Po-07-03 Коврики в салон BMW 5 2007-2010 полиуретановые, черные, Norplast"
2 150.00руб.,NPL-Po-07-03Beige,2003-2010,BMW,5 Series,NORPLAST,Коврики в салон,"NPL-Po-07-03Beige Коврики в салон BMW 5 2003-2010 полиуретановые, бежевые, Norplast"
2 150.00руб.,NPL-Po-07-03Grey,2003-2010,BMW,5 Series,NORPLAST,Коврики в салон,"NPL-Po-07-03Grey Коврики в салон BMW 5 2007- с перемычкой, полиуретановые, серые, Norplast"
2 000.00руб.,NPL-Po-07-04,2004-2010,BMW,X 3,NORPLAST,Коврики в салон,"NPL-Po-07-04 Коврики в салон BMW X3 2004-2010 полиуретановые, черные, Norplast"
2 150.00руб.,NPL-Po-07-04Beige,2004-2010,BMW,X 3,NORPLAST,Коврики в салон,"NPL-Po-07-04Beige Коврики в салон BMW X3 2004-2010 полиуретановые, бежевые, Norplast"
2 150.00руб.,NPL-Po-07-04Grey,2004-2010,BMW,X 3,NORPLAST,Коврики в салон,"NPL-Po-07-04Grey Коврики в салон BMW X3 2004-2010 без перемычки, полиуретановые, серые, Norplast"
2 150.00руб.,NPL-Po-07-05,2001-2006,BMW,X 5,NORPLAST,Коврики в салон,"NPL-Po-07-05 Коврики в салон BMW X5 2001-2006 полиуретановые, черные, Norplast"
2 350.00руб.,NPL-Po-07-05Beige,2001-2006,BMW,X 5,NORPLAST,Коврики в салон,"NPL-Po-07-05Beige Коврики в салон BMW X5 2001-2006 полиуретановые, бежевые, Norplast"
2 350.00руб.,NPL-Po-07-05Grey,2001-2006,BMW,X 5,NORPLAST,Коврики в салон,"NPL-Po-07-05Grey Коврики в салон BMW X5 2001-2006 с перемычкой, полиуретановые, серые, Norplast"
2 150.00руб.,NPL-Po-07-06,2007-,BMW,X 5,NORPLAST,Коврики в салон,"NPL-Po-07-06 Коврики в салон BMW X5 2007- полиуретановые, черные, Norplast"
2 350.00руб.,NPL-Po-07-06Beige,2007-,BMW,X 5,NORPLAST,Коврики в салон,"NPL-Po-07-06Beige Коврики в салон BMW X5 2007- полиуретановые, бежевые, Norplast"
2 350.00руб.,NPL-Po-07-06Grey,2007-,BMW,X 5,NORPLAST,Коврики в салон,"NPL-Po-07-06Grey Коврики в салон BMW X5 2007- с перемычкой, полиуретановые, серые, Norplast"
2 000.00руб.,NPL-Po-07-30,2010-,BMW,5 Series,NORPLAST,Коврики в салон,"NPL-Po-07-30 Коврики в салон BMW 5 2010- полиуретановые, черные, Norplast"
2 100.00руб.,NPL-Po-07-30Grey,2010-,BMW,5 Series,NORPLAST,Коврики в салон,"NPL-Po-07-30Grey Коврики в салон BMW 5 2010- полиуретановые, серые, Norplast"
2 000.00руб.,NPL-Po-07-65,2011-,BMW,X 3,NORPLAST,Коврики в салон,"NPL-Po-07-65 Коврики в салон BMW X3 2011- полиуретановые, черные, Norplast"
2 150.00руб.,NPL-Po-07-65Beige,2011-,BMW,X 3,NORPLAST,Коврики в салон,"NPL-Po-07-65Beige Коврики в салон BMW X3 2011- полиуретановые, бежевые, Norplast"
2 100.00руб.,NPL-Po-07-65Grey,2011-,BMW,X 3,NORPLAST,Коврики в салон,"NPL-Po-07-65Grey Коврики в салон BMW X3 2011- полиуретановые, серые, Norplast"
1 400.00руб.,NPL-P-07-03,2003-2010,BMW,5 Series,NORPLAST,Коврики в багажник,"NPL-P-07-03 Коврик в багажник BMW 5 серия 2007- полиуретановый, черный, Norplast"
1 400.00руб.,NPL-P-07-04,2003-2010,BMW,5 Series,NORPLAST,Коврики в багажник,"NPL-P-07-04 Коврик в багажник BMW 5 серия Универсал 2007- полиуретановый, черный, Norplast"
1 450.00руб.,NPL-P-07-05,2001-2006,BMW,X 5,NORPLAST,Коврики в багажник,"NPL-P-07-05 Коврик в багажник BMW X5 2001-2006 полиуретановый, черный, Norplast"
1 550.00руб.,NPL-P-07-05Beige,2001-2006,BMW,X 5,NORPLAST,Коврики в багажник,"NPL-P-07-05Beige Коврик в багажник BMW X5 2001-2006 полиуретановый, бежевый, Norplast"
1 550.00руб.,NPL-P-07-05Grey,2001-2006,BMW,X 5,NORPLAST,Коврики в багажник,"NPL-P-07-05Grey Коврик в багажник BMW X5 2001-2006 полиуретановый, серый, Norplast"
1 400.00руб.,NPL-P-07-06,2004-2010,BMW,X 3,NORPLAST,Коврики в багажник,"NPL-P-07-06 Коврик в багажник BMW X3 2004-2010 полиуретановый, черный, Norplast"
1 500.00руб.,NPL-P-07-06Beige,2004-2010,BMW,X 3,NORPLAST,Коврики в багажник,"NPL-P-07-06Beige Коврик в багажник BMW X3 2004-2010 полиуретановый, бежевый, Norplast"
1 450.00руб.,NPL-P-07-07,2007-,BMW,X 5,NORPLAST,Коврики в багажник,"NPL-P-07-07 Коврик в багажник BMW X5 2007- полиуретановый, черный, Norplast"
1 550.00руб.,NPL-P-07-07Beige,2007-,BMW,X 5,NORPLAST,Коврики в багажник,"NPL-P-07-07Beige Коврик в багажник BMW X5 2007- полиуретановый, бежевый, Norplast"
1 550.00руб.,NPL-P-07-08Grey,2007-,BMW,X 5,NORPLAST,Коврики в багажник,"NPL-P-07-08Grey Коврик в багажник BMW X5 2007- полиуретановый, серый, Norplast"
1 400.00руб.,NPL-P-07-65,2011-,BMW,X 3,NORPLAST,Коврики в багажник,"NPL-P-07-65 Коврик в багажник BMW X3 2011- полиуретановый, черный, Norplast"
1 500.00руб.,NPL-P-07-65Grey,2011-,BMW,X 3,NORPLAST,Коврики в багажник,"NPL-P-07-65Grey Коврик в багажник BMW X3 2011- полиуретановый, серый, Norplast"
1 950.00руб.,92465020B,2006-,Chevrolet,Captiva,EGR,Дефлекторы боковых окон,92465020B Дефлекторы боковых окон 4 части темные Chevrolet Captiva 2006-/Opel Antara 2006-
1 600.00руб.,BRAVEOSW,2005-2011,Chevrolet,Aveo,EGR,Дефлекторы боковых окон,BRAVEOSW Дефлекторы боковых окон 4 части темные BREEZE Chevrolet Aveo хетчбек 2005-2011
1 600.00руб.,BRLACETTIHSW,2004-,Chevrolet,Lacetti,EGR,Дефлекторы боковых окон,BRLACETTIHSW Дефлекторы боковых окон 4 части темные BREEZE Chevrolet Lacetti Хетчбек 2004-
1 650.00руб.,BRLACETTISSW,2004-,Chevrolet,Lacetti,EGR,Дефлекторы боковых окон,BRLACETTISSW Дефлекторы боковых окон 4 части темные BREEZE Chevrolet Lacetti Седан 2004-
1 450.00руб.,BRNIVASW,2002-,Chevrolet,Niva,EGR,Дефлекторы боковых окон,BRNIVASW Дефлекторы боковых окон 4 части темные BREEZE Chevrolet Niva 2002-
2 150.00руб.,015061,2006-,Chevrolet,Captiva,EGR,Дефлектор капота,015061 Дефлектор капота темный Chevrolet Captiva 2006-2011
2 100.00руб.,015061L,2006-,Chevrolet,Captiva,EGR,Дефлектор капота,015061L Дефлектор капота темный с надписью Chevrolet Captiva 2006-2011
2 250.00руб.,015091,2006-,Chevrolet,Captiva,NORPLAST,Дефлектор капота,015091 Дефлектор капота темный Chevrolet Captiva 2012-
1 500.00руб.,BRE7110DS,2005-2011,Chevrolet,Aveo,EGR,Дефлектор капота,BRE7110DS Дефлектор капота темный BREEZE Chevrolet Aveo 2005-2011
1 750.00руб.,BRE7111DS,2004-,Chevrolet,Lacetti,EGR,Дефлектор капота,BRE7111DS Дефлекторы капота темный Breeze Chevrolet Lacetti Седан 2004-
1 750.00руб.,BRE7113DS,2004-,Chevrolet,Lacetti,EGR,Дефлектор капота,BRE7113DS Дефлекторы капота темный Breeze Chevrolet Lacetti Хетчбек 2004-
1 300.00руб.,225060,2006-,Chevrolet,Captiva,EGR,Защита передних фар,225060 Защита передних фар прозрачная Chevrolet Captiva 2006-2011
1 750.00руб.,NPA11-C12-152,2006-,Chevrolet,Captiva,NORPLAST,Коврики в салон,"NPA11-C12-152 Коврики в салон Chevrolet Captiva 2012- полиуретановые, черные, Norplast"
1 900.00руб.,NPA11-C12-152Beige,2006-,Chevrolet,Captiva,NORPLAST,Коврики в салон,"NPA11-C12-152Beige Коврики в салон Chevrolet Captiva 2012- полиуретановые, бежевые, Norplast"
1 900.00руб.,NPA11-C12-152Grey,2006-,Chevrolet,Captiva,NORPLAST,Коврики в салон,"NPA11-C12-152Grey Коврики в салон Chevrolet Captiva 2012- полиуретановые, серые, Norplast"
1 450.00руб.,NPL-Po-12-03Beige,2012-,Chevrolet,Aveo,NORPLAST,Коврики в салон,"NPL-Po-12-03Beige Коврики в салон Chevrolet Aveo 2012- полиуретановые, бежевые, Norplast"
1 300.00руб.,NPL-Po-12-04,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в салон,"NPL-Po-12-04 Коврики в салон Chevrolet Aveo 2005-2011 полиуретановые, черные, Norplast"
1 400.00руб.,NPL-Po-12-04Grey,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в салон,"NPL-Po-12-04Grey Коврики в салон Chevrolet Aveo 2005-2011 с перем., полиуретановые, серые, Norplast"
1 550.00руб.,NPL-Po-12-08,2006-,Chevrolet,Captiva,NORPLAST,Коврики в салон,"NPL-Po-12-08 Коврики в салон Chevrolet Captiva 2006-2011 полиуретановые, черные, Norplast"
1 650.00руб.,NPL-Po-12-08Beige,2006-,Chevrolet,Captiva,NORPLAST,Коврики в салон,"NPL-Po-12-08Beige Коврики в салон Chevrolet Captiva 2006-2011 полиуретановые, бежевые, Norplast"
1 650.00руб.,NPL-Po-12-08Grey,2006-,Chevrolet,Captiva,NORPLAST,Коврики в салон,"NPL-Po-12-08Grey Коврики в салон Chevrolet Captiva 2006-2011 полиуретановые, серые, Norplast"
1 400.00руб.,NPL-Po-12-22,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в салон,"NPL-Po-12-22 Коврики в салон Chevrolet Lacetti 2004- полиуретановые, черные, Norplast"
1 500.00руб.,NPL-Po-12-22Beige,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в салон,"NPL-Po-12-22Beige Коврики в салон Chevrolet Lacetti 2004- полиуретановые, бежевые, Norplast"
1 500.00руб.,NPL-Po-12-22Grey,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в салон,"NPL-Po-12-22Grey Коврики в салон Chevrolet Lacetti 2004- полиуретановые, серые, Norplast"
1 300.00руб.,NPL-Po-12-50,2002-,Chevrolet,Niva,NORPLAST,Коврики в салон,"NPL-Po-12-50 Коврики в салон Chevrolet Niva 2002-2008 полиуретановые, черные, Norplast"
1 400.00руб.,NPL-Po-12-50Grey,2002-,Chevrolet,Niva,NORPLAST,Коврики в салон,"NPL-Po-12-50Grey Коврики в салон Chevrolet Niva 2002-2008 полиуретановые, серые, Norplast"
1 300.00руб.,NPL-Po-12-51,2002-,Chevrolet,Niva,NORPLAST,Коврики в салон,"NPL-Po-12-51 Коврики в салон Chevrolet Niva 2009- полиуретановые, черные, Norplast"
1 400.00руб.,NPL-Po-12-51Grey,2002-,Chevrolet,Niva,NORPLAST,Коврики в салон,"NPL-Po-12-51Grey Коврики в салон Chevrolet Niva 2009 с перемычкой,- полиуретановые, серые, Norplast"
1 050.00руб.,NPL-P-12-05,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в багажник,"NPL-P-12-05 Коврик в багажник Chevrolet Aveo Седан 2005-2011 полиуретановый, черный, Norplast"
1 100.00руб.,NPL-P-12-05Beige,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в багажник,"NPL-P-12-05Beige Коврик в багажник Chevrolet Aveo Седан 2005-2011 полиуретановый, бежевый, Norplast"
1 150.00руб.,NPL-P-12-05Grey,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в багажник,"NPL-P-12-05Grey Коврик в багажник Chevrolet Aveo Седан 2005-2011 полиуретановый, серый, Norplast"
1 050.00руб.,NPL-P-12-06,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в багажник,"NPL-P-12-06 Коврик в багажник Chevrolet Aveo Хетчбек 2005-2011 полиуретановый, черный, Norplast"
1 100.00руб.,NPL-P-12-06Beige,2005-2011,Chevrolet,Aveo,NORPLAST,Коврики в багажник,"NPL-P-12-06Beige Коврик в багажник Chevrolet Aveo Х/Б 2005-2011 полиуретановый, бежевый, Norplast"
1 150.00руб.,NPL-P-12-08,2006-,Chevrolet,Captiva,NORPLAST,Коврики в багажник,"NPL-P-12-08 Коврик в багажник Chevrolet Captiva 2006- полиуретановый, черный, Norplast"
1 250.00руб.,NPL-P-12-08Beige,2006-,Chevrolet,Captiva,NORPLAST,Коврики в багажник,"NPL-P-12-08Beige Коврик в багажник Chevrolet Captiva 2006- полиуретановый, бежевый, Norplast"
1 100.00руб.,NPL-P-12-21,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-21 Коврик в багажник Chevrolet Lаcetti Седан 2004- полиуретановый, черный, Norplast"
1 150.00руб.,NPL-P-12-21Beige,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-21Beige Коврик в багажник Chevrolet Lacetti Седан 2004- полиуретановый, бежевый, Norplast"
1 150.00руб.,NPL-P-12-21Grey,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-21Grey Коврик в багажник Chevrolet Lacetti Седан 2004- полиуретановый, серый, Norplast"
1 050.00руб.,NPL-P-12-22,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-22 Коврик в багажник Chevrolet Lаcetti Хетчбек 2004- полиуретановый, черный, Norplast"
1 100.00руб.,NPL-P-12-22Beige,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-22Beige Коврик в багажник Chevrolet Lacetti Хетчбек 2004- полиуретановый, бежевый, Norplast"
1 100.00руб.,NPL-P-12-22Grey,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-22Grey Коврик в багажник Chevrolet Lacetti Хетчбек 2004- полиуретановый, серый, Norplast"
1 100.00руб.,NPL-P-12-23,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-23 Коврик в багажник Chevrolet Lаcetti Универсал 2004- полиуретановый, черный, Norplast"
1 150.00руб.,NPL-P-12-23Beige,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-23Beige Коврик в багажник Chev Lаcetti Универсал 2004- полиуретановый, бежевый, Norplast"
1 150.00руб.,NPL-P-12-23Grey,2004-,Chevrolet,Lacetti,NORPLAST,Коврики в багажник,"NPL-P-12-23Grey Коврик в багажник Chevrolet Lаcetti Универсал 2004- полиуретановый, серый, Norplast"
1 050.00руб.,NPL-P-12-50,2002-,Chevrolet,Niva,NORPLAST,Коврики в багажник,"NPL-P-12-50 Коврик в багажник Chevrolet Niva 2002-2008 полиуретановый, черный, Norplast"
1 050.00руб.,NPL-P-12-51,2002-,Chevrolet,Niva,NORPLAST,Коврики в багажник,"NPL-P-12-51 Коврик в багажник Chevrolet Niva 2009- полиуретановый, черный, Norplast"
1 900.00руб.,92460029B,2007-2012,Mitsubishi,Outlander,EGR,Дефлекторы боковых окон,92460029B Дефлекторы боковых окон 4 части темные Mitsubishi Outlander 2007-2012
2 200.00руб.,91460029B,2007-2012,Mitsubishi,Outlander,EGR,Дефлекторы боковых окон,91460029B Дефлекторы боковых окон 4 части дымчатые Mitsubishi Outlander 2007-2012
1 500.00руб.,NPA11-C14-400,2008-,Citroen,C-Crosser,NORPLAST,Коврики в салон,"NPA11-C14-400 Коврики в салон Citroen C-Crosser 2008- полиуретановые, черные, Norplast"
1 600.00руб.,NPA11-C14-400Beige,2008-,Citroen,C-Crosser,NORPLAST,Коврики в салон,"NPA11-C14-400Beige Коврики в салон Citroen C-Crosser 2008- полиуретановые, бежевые, Norplast"
1 600.00руб.,NPA11-C14-400Grey,2008-,Citroen,C-Crosser,NORPLAST,Коврики в салон,"NPA11-C14-400Grey Коврики в салон Citroen C-Crosser 2008- полиуретановые, серые, Norplast"
1 050.00руб.,NPL-P-14-50,2008-,Citroen,C-Crosser,NORPLAST,Коврики в багажник,"NPL-P-14-50 Коврик в багажник Citroen C-Crosser 2008- полиуретановый, черный, Norplast"
1 150.00руб.,NPL-P-14-50Beige,2008-,Citroen,C-Crosser,NORPLAST,Коврики в багажник,"NPL-P-14-50Beige Коврик в багажник Citroen C-Crosser 2008- полиуретановый, бежевый, Norplast"
1 450.00руб.,BRMATIZSW,2006-,Daewoo,Matiz,EGR,Дефлекторы боковых окон,BRMATIZSW Дефлекторы боковых окон 4 части темные Breeze Daewoo Matiz 2006-
1 500.00руб.,BRNEXIASW,1995-2008,Daewoo,Nexia,EGR,Дефлекторы боковых окон,BRNEXIASW Дефлекторы боковых окон 4 части темные BREEZE Daewoo Nexia 1995-2008
